Catalogue Reference,"29.4919194, -98.4271969"
HL/PO/JO/10/1/102/71,"51.893603, -1.492889"
HL/PO/JO/10/1/102/72,"51.808552, -1.59347"
HL/PO/JO/10/1/102/73,"-37.8500132, 145.1560854"
HL/PO/JO/10/1/102/74,"51.5217669, -1.127205"
HL/PO/JO/10/1/102/75,"51.562317, -1.083346"
HL/PO/JO/10/1/102/76,"51.5860457, -1.1185493"
HL/PO/JO/10/1/102/77,"51.5992743, -1.1139509"
HL/PO/JO/10/1/102/78,"51.573528, -1.122776"
HL/PO/JO/10/1/102/79,"53.3630179, -1.29214"
HL/PO/JO/10/1/102/80,"51.9304885, -1.3080821"
HL/PO/JO/10/1/102/81,"51.986875, -1.3706879"
HL/PO/JO/10/1/102/143,"52.498265, -2.576398"
HL/PO/JO/10/1/102/145,"52.636182, -2.440285"
HL/PO/JO/10/1/102/146,"52.540679, -2.550504"
HL/PO/JO/10/1/102/147,"52.6967469, -2.7270994"
HL/PO/JO/10/1/102/148,"52.658066, -2.522592"
HL/PO/JO/10/1/102/149,"52.459344, -1.27254"
HL/PO/JO/10/1/103/1,"52.60433, 0.786508"
HL/PO/JO/10/1/103/2,"50.9787957, -2.9653592"
HL/PO/JO/10/1/103/3,"38.7742136, -87.3077936"
HL/PO/JO/10/1/103/4,"53.5345068, -2.1524277"
HL/PO/JO/10/1/103/5,"50.9256116, -3.0519212"
HL/PO/JO/10/1/103/7,"50.95385, -3.034766"
HL/PO/JO/10/1/103/8,"50.9875455, -2.961483"
HL/PO/JO/10/1/103/9,"51.022545, -2.869076"
HL/PO/JO/10/1/103/10,"52.674688, 1.225551"
HL/PO/JO/10/1/103/11,"51.000582, -2.925066"
HL/PO/JO/10/1/103/12,"50.928494, -2.911062"
HL/PO/JO/10/1/103/13,"50.9827808, -2.9269699"
HL/PO/JO/10/1/103/14,"50.9863241, -2.9046142"
HL/PO/JO/10/1/103/15,"50.958509, -2.890267"
HL/PO/JO/10/1/103/16,"50.959525, -3.049513"
HL/PO/JO/10/1/103/17,"50.9508004, -2.8796365"
HL/PO/JO/10/1/103/18,"51.007716, -2.90425"
HL/PO/JO/10/1/103/19,"30.1174351, -83.5818147"
HL/PO/JO/10/1/103/21,"51.1739061, -3.4191651"
HL/PO/JO/10/1/103/22,"51.2213538, -3.6591798"
HL/PO/JO/10/1/103/23,"51.141558, -3.531349"
HL/PO/JO/10/1/103/24,"51.182267, -3.444893"
HL/PO/JO/10/1/103/25,"51.133862, -3.641143"
HL/PO/JO/10/1/103/26,"50.8633281, -3.5867017"
HL/PO/JO/10/1/103/27,"51.131417, -3.467666"
HL/PO/JO/10/1/103/28,"51.20428, -3.481152"
HL/PO/JO/10/1/103/29,"51.330945, 0.877515"
HL/PO/JO/10/1/103/30,"51.2090109, -3.595055"
HL/PO/JO/10/1/103/31,"51.210558, -3.547135"
HL/PO/JO/10/1/103/32,"51.1825006, -3.6106879"
HL/PO/JO/10/1/103/33,"51.167352, -3.498379"
HL/PO/JO/10/1/103/34,"51.117212, -3.410861"
HL/PO/JO/10/1/103/35,"51.161465, -3.409336"
HL/PO/JO/10/1/103/36,"51.1796999, -3.521062"
HL/PO/JO/10/1/103/37,"50.8830079, -2.795877"
HL/PO/JO/10/1/103/38,"50.9102339, -2.8250995"
HL/PO/JO/10/1/103/39,"50.912859, -2.7959109"
HL/PO/JO/10/1/103/40,"53.4468645, -0.8688485"
HL/PO/JO/10/1/103/41,"50.849946, -2.812713"
HL/PO/JO/10/1/103/42,"51.1107299, -2.654353"
HL/PO/JO/10/1/103/43,"53.9427639, -2.0453924"
HL/PO/JO/10/1/103/44,"51.1466471, -2.7221886"
HL/PO/JO/10/1/103/45,"51.1480386, -2.7182549"
HL/PO/JO/10/1/103/46,"51.1721379, -2.779846"
HL/PO/JO/10/1/103/47,"51.5758023, -4.0882899"
HL/PO/JO/10/1/103/49,"50.9010376, -2.9943113"
HL/PO/JO/10/1/103/50,"50.9679209, -2.811975"
HL/PO/JO/10/1/103/51,"50.881205, -4.086499"
HL/PO/JO/10/1/103/52,"52.56582, -1.683508"
HL/PO/JO/10/1/103/53,"50.853613, -2.890322"
HL/PO/JO/10/1/102/143,"52.498265, -2.576398"
HL/PO/JO/10/1/102/145,"52.636182, -2.440285"
HL/PO/JO/10/1/102/146,"52.540679, -2.550504"
HL/PO/JO/10/1/102/147,"52.6967469, -2.7270994"
HL/PO/JO/10/1/102/148,"52.658066, -2.522592"
HL/PO/JO/10/1/102/149,"52.459344, -1.27254"
HL/PO/JO/10/1/103/1,"52.60433, 0.786508"
HL/PO/JO/10/1/103/2,"50.9787957, -2.9653592"
HL/PO/JO/10/1/103/3,"38.7742136, -87.3077936"
HL/PO/JO/10/1/103/4,"53.5345068, -2.1524277"
HL/PO/JO/10/1/103/5,"50.9256116, -3.0519212"
HL/PO/JO/10/1/103/7,"50.95385, -3.034766"
HL/PO/JO/10/1/103/8,"50.9875455, -2.961483"
HL/PO/JO/10/1/103/9,"51.022545, -2.869076"
HL/PO/JO/10/1/103/10,"52.674688, 1.225551"
HL/PO/JO/10/1/103/11,"51.000582, -2.925066"
HL/PO/JO/10/1/103/12,"50.928494, -2.911062"
HL/PO/JO/10/1/103/13,"50.9827808, -2.9269699"
HL/PO/JO/10/1/103/14,"50.9863241, -2.9046142"
HL/PO/JO/10/1/103/15,"50.958509, -2.890267"
HL/PO/JO/10/1/103/16,"50.959525, -3.049513"
HL/PO/JO/10/1/103/17,"50.9508004, -2.8796365"
HL/PO/JO/10/1/103/18,"51.007716, -2.90425"
HL/PO/JO/10/1/103/19,"30.1174351, -83.5818147"
HL/PO/JO/10/1/103/21,"51.1739061, -3.4191651"
HL/PO/JO/10/1/103/22,"51.2213538, -3.6591798"
HL/PO/JO/10/1/103/23,"51.141558, -3.531349"
HL/PO/JO/10/1/103/24,"51.182267, -3.444893"
HL/PO/JO/10/1/103/25,"51.133862, -3.641143"
HL/PO/JO/10/1/103/26,"50.8633281, -3.5867017"
HL/PO/JO/10/1/103/27,"51.131417, -3.467666"
HL/PO/JO/10/1/103/28,"51.20428, -3.481152"
HL/PO/JO/10/1/103/29,"51.330945, 0.877515"
HL/PO/JO/10/1/103/30,"51.2090109, -3.595055"
HL/PO/JO/10/1/103/31,"51.210558, -3.547135"
HL/PO/JO/10/1/103/32,"51.1825006, -3.6106879"
HL/PO/JO/10/1/103/33,"51.167352, -3.498379"
HL/PO/JO/10/1/103/34,"51.117212, -3.410861"
HL/PO/JO/10/1/103/35,"51.161465, -3.409336"
HL/PO/JO/10/1/103/36,"51.1796999, -3.521062"
HL/PO/JO/10/1/103/37,"50.8830079, -2.795877"
HL/PO/JO/10/1/103/38,"50.9102339, -2.8250995"
HL/PO/JO/10/1/103/39,"50.912859, -2.7959109"
HL/PO/JO/10/1/103/40,"53.4468645, -0.8688485"
HL/PO/JO/10/1/103/41,"50.849946, -2.812713"
HL/PO/JO/10/1/103/42,"51.1107299, -2.654353"
HL/PO/JO/10/1/103/43,"53.9427639, -2.0453924"
HL/PO/JO/10/1/103/44,"51.1466471, -2.7221886"
HL/PO/JO/10/1/103/45,"51.1480386, -2.7182549"
HL/PO/JO/10/1/103/46,"51.1721379, -2.779846"
HL/PO/JO/10/1/103/47,"51.5758023, -4.0882899"
HL/PO/JO/10/1/103/49,"50.9010376, -2.9943113"
HL/PO/JO/10/1/103/50,"50.9679209, -2.811975"
HL/PO/JO/10/1/103/51,"50.881205, -4.086499"
HL/PO/JO/10/1/103/52,"52.56582, -1.683508"
HL/PO/JO/10/1/103/53,"50.853613, -2.890322"
estation Return - Somerset - Taunton Dean Hundred - Taunton.,"51.0153249, -3.1032634"
HL/PO/JO/10/1/104/37,"50.991584, -3.120745"
HL/PO/JO/10/1/104/38,"41.1953739, -73.4378988"
HL/PO/JO/10/1/104/39,"35.739126, 139.6867488"
HL/PO/JO/10/1/104/40,"51.243087, -2.553335"
HL/PO/JO/10/1/104/41,"51.199691, -2.610068"
HL/PO/JO/10/1/104/42,"51.1481234, -2.5051297"
HL/PO/JO/10/1/104/43,"53.2732615, -1.7561815"
HL/PO/JO/10/1/104/44,"51.2555364, -2.6788079"
HL/PO/JO/10/1/104/46,"51.208, -2.6501919"
HL/PO/JO/10/1/104/47,"51.256659, -2.185772"
HL/PO/JO/10/1/104/48,"37.4034579, -122.0315448"
HL/PO/JO/10/1/104/50,"51.3614279, -0.193961"
HL/PO/JO/10/1/104/51,"51.151216, -2.443302"
HL/PO/JO/10/1/104/52,"56.587195, -3.994938"
HL/PO/JO/10/1/104/53,"51.197301, -2.590472"
HL/PO/JO/10/1/104/54,"51.12416, -2.537166"
HL/PO/JO/10/1/104/55,"51.104268, -2.58648"
HL/PO/JO/10/1/104/56,"51.119714, -2.492977"
HL/PO/JO/10/1/104/57,"51.107264, -2.614691"
HL/PO/JO/10/1/104/58,"51.5758023, -4.0882899"
HL/PO/JO/10/1/104/60,"51.141987, -2.562989"
HL/PO/JO/10/1/104/61,"52.097826, -0.527125"
HL/PO/JO/10/1/104/62,"51.441079, -2.729798"
HL/PO/JO/10/1/104/64,"51.148642, -3.26986"
HL/PO/JO/10/1/104/65,"51.084756, -3.308602"
HL/PO/JO/10/1/104/66,"51.075116, -3.500705"
HL/PO/JO/10/1/104/67,"51.019653, -3.543905"
HL/PO/JO/10/1/104/68,"51.03293, -3.367539"
HL/PO/JO/10/1/104/69,"51.071643, -3.35291"
HL/PO/JO/10/1/104/70,"45.7984387, 3.8197134"
HL/PO/JO/10/1/104/71,"51.159128, -3.181164"
HL/PO/JO/10/1/104/72,"51.039649, -3.549685"
HL/PO/JO/10/1/104/73,"51.1062842, -3.3101548"
HL/PO/JO/10/1/104/74,"40.0325817, -75.6274583"
HL/PO/JO/10/1/104/75,"51.044463, -3.227544"
HL/PO/JO/10/1/104/76,"51.064196, -3.627148"
HL/PO/JO/10/1/104/77,"51.054207, -3.357919"
HL/PO/JO/10/1/104/78,"51.189521, -3.193966"
HL/PO/JO/10/1/104/79,"51.179015, -3.218104"
HL/PO/JO/10/1/104/80,"51.1951729, -3.189425"
HL/PO/JO/10/1/104/81,"51.1296311, -3.3262231"
HL/PO/JO/10/1/104/82,"51.132437, -3.348341"
HL/PO/JO/10/1/104/83,"51.1676083, -3.3762145"
HL/PO/JO/10/1/104/84,"51.183758, -3.235814"
HL/PO/JO/10/1/104/85,"51.16959, -3.266836"
HL/PO/JO/10/1/104/86,"51.024737, -3.392016"
HL/PO/JO/10/1/104/87,"51.153715, -3.30731"
HL/PO/JO/10/1/104/88,"51.0345609, -3.446733"
HL/PO/JO/10/1/104/89,"51.1278489, -3.2912636"
HL/PO/JO/10/1/104/90,"51.151681, -3.153889"
HL/PO/JO/10/1/104/91,"51.143415, -3.162831"
HL/PO/JO/10/1/104/92,"45.6492664, -72.6941841"
HL/PO/JO/10/1/104/93,"51.176242, -3.335875"
HL/PO/JO/10/1/104/94,"53.194262, -2.51967"
HL/PO/JO/10/1/104/95,"51.108187, -3.649063"
HL/PO/JO/10/1/104/96,"36.4336481, -99.3903862"
HL/PO/JO/10/1/104/37,"50.991584, -3.120745"
HL/PO/JO/10/1/104/38,"41.1953739, -73.4378988"
HL/PO/JO/10/1/104/39,"35.739126, 139.6867488"
HL/PO/JO/10/1/104/40,"51.243087, -2.553335"
HL/PO/JO/10/1/104/41,"51.199691, -2.610068"
HL/PO/JO/10/1/104/42,"51.1481234, -2.5051297"
HL/PO/JO/10/1/104/43,"53.2732615, -1.7561815"
HL/PO/JO/10/1/104/44,"51.2555364, -2.6788079"
HL/PO/JO/10/1/104/46,"51.208, -2.6501919"
HL/PO/JO/10/1/104/47,"51.256659, -2.185772"
HL/PO/JO/10/1/104/48,"37.4034579, -122.0315448"
HL/PO/JO/10/1/104/50,"51.3614279, -0.193961"
HL/PO/JO/10/1/104/51,"51.151216, -2.443302"
HL/PO/JO/10/1/104/52,"56.587195, -3.994938"
HL/PO/JO/10/1/104/53,"51.197301, -2.590472"
HL/PO/JO/10/1/104/54,"51.12416, -2.537166"
HL/PO/JO/10/1/104/55,"51.104268, -2.58648"
HL/PO/JO/10/1/104/56,"51.119714, -2.492977"
HL/PO/JO/10/1/104/57,"51.107264, -2.614691"
HL/PO/JO/10/1/104/58,"51.5758023, -4.0882899"
HL/PO/JO/10/1/104/60,"51.141987, -2.562989"
HL/PO/JO/10/1/104/61,"52.097826, -0.527125"
HL/PO/JO/10/1/104/62,"51.441079, -2.729798"
HL/PO/JO/10/1/104/64,"51.148642, -3.26986"
HL/PO/JO/10/1/104/65,"51.084756, -3.308602"
HL/PO/JO/10/1/104/66,"51.075116, -3.500705"
HL/PO/JO/10/1/104/67,"51.019653, -3.543905"
HL/PO/JO/10/1/104/68,"51.03293, -3.367539"
HL/PO/JO/10/1/104/69,"51.071643, -3.35291"
HL/PO/JO/10/1/104/70,"45.7984387, 3.8197134"
HL/PO/JO/10/1/104/71,"51.159128, -3.181164"
HL/PO/JO/10/1/104/72,"51.039649, -3.549685"
HL/PO/JO/10/1/104/73,"51.1062842, -3.3101548"
HL/PO/JO/10/1/104/74,"40.0325817, -75.6274583"
HL/PO/JO/10/1/104/75,"51.044463, -3.227544"
HL/PO/JO/10/1/104/76,"51.064196, -3.627148"
HL/PO/JO/10/1/104/77,"51.054207, -3.357919"
HL/PO/JO/10/1/104/78,"51.189521, -3.193966"
HL/PO/JO/10/1/104/79,"51.179015, -3.218104"
HL/PO/JO/10/1/104/80,"51.1951729, -3.189425"
HL/PO/JO/10/1/104/81,"51.1296311, -3.3262231"
HL/PO/JO/10/1/104/82,"51.132437, -3.348341"
HL/PO/JO/10/1/104/83,"51.1676083, -3.3762145"
HL/PO/JO/10/1/104/84,"51.183758, -3.235814"
HL/PO/JO/10/1/104/85,"51.16959, -3.266836"
HL/PO/JO/10/1/104/86,"51.024737, -3.392016"
HL/PO/JO/10/1/104/87,"51.153715, -3.30731"
HL/PO/JO/10/1/104/88,"51.0345609, -3.446733"
HL/PO/JO/10/1/104/89,"51.1278489, -3.2912636"
HL/PO/JO/10/1/104/90,"51.151681, -3.153889"
HL/PO/JO/10/1/104/91,"51.143415, -3.162831"
HL/PO/JO/10/1/104/92,"45.6492664, -72.6941841"
HL/PO/JO/10/1/104/93,"51.176242, -3.335875"
HL/PO/JO/10/1/104/94,"53.194262, -2.51967"
HL/PO/JO/10/1/104/95,"51.108187, -3.649063"
HL/PO/JO/10/1/104/96,"36.4336481, -99.3903862"
d.,"51.2549769, 0.0247191"
HL/PO/JO/10/1/105/60,"51.176981, -0.014126"
HL/PO/JO/10/1/105/61,"51.255714, -3e-06"
HL/PO/JO/10/1/105/62,"51.242484, -0.034156"
HL/PO/JO/10/1/105/63,"47.069713, -93.6954475"
HL/PO/JO/10/1/105/66,"51.3130972, -0.0321383"
HL/PO/JO/10/1/105/67,"51.062339, -1.678863"
HL/PO/JO/10/1/105/68,"51.290898, 0.02795"
HL/PO/JO/10/1/105/69,"51.276031, 0.019338"
HL/PO/JO/10/1/105/70,"51.3093239, -0.055901"
HL/PO/JO/10/1/105/71,"51.2860299, -0.033712"
HL/PO/JO/10/1/106/3,"50.827758, -0.635749"
HL/PO/JO/10/1/106/4,"50.724458, -1.19334"
HL/PO/JO/10/1/106/5,"50.812442, -0.578272"
HL/PO/JO/10/1/106/6,"50.840092, -0.6551209"
HL/PO/JO/10/1/106/7,"50.7970201, -0.6504314"
HL/PO/JO/10/1/106/8,"61.4535792, 5.8496685"
HL/PO/JO/10/1/106/9,"50.884765, -0.60007"
HL/PO/JO/10/1/106/10,"53.545921, -2.2019479"
HL/PO/JO/10/1/106/11,"51.54126, -1.134872"
HL/PO/JO/10/1/106/12,"50.8371263, -0.5782451"
HL/PO/JO/10/1/106/13,"50.844731, -0.619031"
HL/PO/JO/10/1/106/14,"50.819068, -0.616725"
HL/PO/JO/10/1/106/15,"50.920029, -0.60414"
HL/PO/JO/10/1/106/16,"54.168858, -2.0727069"
HL/PO/JO/10/1/106/17,"53.5933498, -2.2966054"
HL/PO/JO/10/1/106/18,"50.939062, -0.544092"
HL/PO/JO/10/1/106/19,"50.96553, -0.563317"
HL/PO/JO/10/1/106/20,"50.947914, -0.517219"
HL/PO/JO/10/1/106/21,"52.333279, -0.120422"
HL/PO/JO/10/1/106/22,"51.073582, -0.5193799"
HL/PO/JO/10/1/106/23,"51.022706, -0.504633"
HL/PO/JO/10/1/106/24,"50.829189, -0.483919"
HL/PO/JO/10/1/106/25,"50.871775, -0.517786"
HL/PO/JO/10/1/106/26,"50.807449, -0.4674486"
HL/PO/JO/10/1/106/27,"51.5217669, -1.127205"
HL/PO/JO/10/1/106/29,"50.811057, -0.5386609"
HL/PO/JO/10/1/106/30,"50.833884, -0.519257"
HL/PO/JO/10/1/106/31,"53.763201, -2.70309"
HL/PO/JO/10/1/106/32,"53.763201, -2.70309"
HL/PO/JO/10/1/106/33,"53.002668, -2.179404"
HL/PO/JO/10/1/106/35,"50.934124, -0.618252"
HL/PO/JO/10/1/106/36,"50.994428, -1.751388"
HL/PO/JO/10/1/106/37,"50.9727535, -0.5809136"
HL/PO/JO/10/1/106/38,"51.030036, -0.549638"
HL/PO/JO/10/1/106/39,"51.035441, -0.664909"
HL/PO/JO/10/1/106/40,"8.2113682, 77.3026546"
HL/PO/JO/10/1/106/41,"50.9867009, -0.6107242"
HL/PO/JO/10/1/106/42,"50.963656, -0.5393869"
HL/PO/JO/10/1/106/43,"51.3614279, -0.193961"
HL/PO/JO/10/1/106/44,"50.987659, -0.627333"
HL/PO/JO/10/1/106/45,"51.168027, -2.934215"
HL/PO/JO/10/1/105/60,"51.176981, -0.014126"
HL/PO/JO/10/1/105/61,"51.255714, -3e-06"
HL/PO/JO/10/1/105/62,"51.242484, -0.034156"
HL/PO/JO/10/1/105/63,"47.069713, -93.6954475"
HL/PO/JO/10/1/105/66,"51.3130972, -0.0321383"
HL/PO/JO/10/1/105/67,"51.062339, -1.678863"
HL/PO/JO/10/1/105/68,"51.290898, 0.02795"
HL/PO/JO/10/1/105/69,"51.276031, 0.019338"
HL/PO/JO/10/1/105/70,"51.3093239, -0.055901"
HL/PO/JO/10/1/105/71,"51.2860299, -0.033712"
HL/PO/JO/10/1/106/3,"50.827758, -0.635749"
HL/PO/JO/10/1/106/4,"50.724458, -1.19334"
HL/PO/JO/10/1/106/5,"50.812442, -0.578272"
HL/PO/JO/10/1/106/6,"50.840092, -0.6551209"
HL/PO/JO/10/1/106/7,"50.7970201, -0.6504314"
HL/PO/JO/10/1/106/8,"61.4535792, 5.8496685"
HL/PO/JO/10/1/106/9,"50.884765, -0.60007"
HL/PO/JO/10/1/106/10,"53.545921, -2.2019479"
HL/PO/JO/10/1/106/11,"51.54126, -1.134872"
HL/PO/JO/10/1/106/12,"50.8371263, -0.5782451"
HL/PO/JO/10/1/106/13,"50.844731, -0.619031"
HL/PO/JO/10/1/106/14,"50.819068, -0.616725"
HL/PO/JO/10/1/106/15,"50.920029, -0.60414"
HL/PO/JO/10/1/106/16,"54.168858, -2.0727069"
HL/PO/JO/10/1/106/17,"53.5933498, -2.2966054"
HL/PO/JO/10/1/106/18,"50.939062, -0.544092"
HL/PO/JO/10/1/106/19,"50.96553, -0.563317"
HL/PO/JO/10/1/106/20,"50.947914, -0.517219"
HL/PO/JO/10/1/106/21,"52.333279, -0.120422"
HL/PO/JO/10/1/106/22,"51.073582, -0.5193799"
HL/PO/JO/10/1/106/23,"51.022706, -0.504633"
HL/PO/JO/10/1/106/24,"50.829189, -0.483919"
HL/PO/JO/10/1/106/25,"50.871775, -0.517786"
HL/PO/JO/10/1/106/26,"50.807449, -0.4674486"
HL/PO/JO/10/1/106/27,"51.5217669, -1.127205"
HL/PO/JO/10/1/106/29,"50.811057, -0.5386609"
HL/PO/JO/10/1/106/30,"50.833884, -0.519257"
HL/PO/JO/10/1/106/31,"53.763201, -2.70309"
HL/PO/JO/10/1/106/32,"53.763201, -2.70309"
HL/PO/JO/10/1/106/33,"53.002668, -2.179404"
HL/PO/JO/10/1/106/35,"50.934124, -0.618252"
HL/PO/JO/10/1/106/36,"50.994428, -1.751388"
HL/PO/JO/10/1/106/37,"50.9727535, -0.5809136"
HL/PO/JO/10/1/106/38,"51.030036, -0.549638"
HL/PO/JO/10/1/106/39,"51.035441, -0.664909"
HL/PO/JO/10/1/106/40,"8.2113682, 77.3026546"
HL/PO/JO/10/1/106/41,"50.9867009, -0.6107242"
HL/PO/JO/10/1/106/42,"50.963656, -0.5393869"
HL/PO/JO/10/1/106/43,"51.3614279, -0.193961"
HL/PO/JO/10/1/106/44,"50.987659, -0.627333"
HL/PO/JO/10/1/106/45,"51.168027, -2.934215"
 - Chichester Rape - Box And Stockbridge Hundred - St Pancras without the liberty of the City.,"57.4755555, -132.3597222"
HL/PO/JO/10/1/107/16,"51.5073509, -0.1277583"
HL/PO/JO/10/1/107/17,"18.0391345, -76.7567368"
HL/PO/JO/10/1/107/18,"51.4113097, -0.6904831"
HL/PO/JO/10/1/107/19,"40.0658333, -75.2044444"
HL/PO/JO/10/1/107/20,"52.537104, 1.6256373"
HL/PO/JO/10/1/107/21,"52.6040633, 1.7308726"
HL/PO/JO/10/1/107/23,"50.83761, -0.774936"
HL/PO/JO/10/1/107/24,"52.719585, -2.437674"
HL/PO/JO/10/1/107/25,"50.87738, -0.668206"
HL/PO/JO/10/1/107/26,"50.7313465, -1.2237166"
HL/PO/JO/10/1/107/27,"50.809448, -0.77619"
HL/PO/JO/10/1/107/28,"50.8169929, -0.729005"
HL/PO/JO/10/1/107/29,"52.527533, 1.438096"
HL/PO/JO/10/1/107/30,"50.837445, -0.720732"
HL/PO/JO/10/1/107/32,"50.915663, -0.660918"
HL/PO/JO/10/1/107/33,"50.849124, -0.746605"
HL/PO/JO/10/1/107/34,"51.000851, -0.801318"
HL/PO/JO/10/1/107/35,"51.1851783, -0.7034018"
HL/PO/JO/10/1/107/36,"51.007866, -0.850623"
HL/PO/JO/10/1/107/37,"50.960298, -0.812049"
HL/PO/JO/10/1/107/38,"50.995516, -0.813012"
HL/PO/JO/10/1/107/40,"50.957356, -0.778427"
HL/PO/JO/10/1/107/41,"50.950511, -0.7528939"
HL/PO/JO/10/1/107/42,"50.768035, 0.290472"
HL/PO/JO/10/1/107/43,"39.6931685, -75.5774247"
HL/PO/JO/10/1/107/44,"50.94712, -0.682229"
HL/PO/JO/10/1/107/45,"50.955211, -0.724005"
HL/PO/JO/10/1/107/46,"50.9993849, -0.786962"
HL/PO/JO/10/1/107/47,"51.07072, -0.760293"
HL/PO/JO/10/1/107/48,"50.998423, -0.680386"
HL/PO/JO/10/1/107/49,"50.9868979, -0.737274"
HL/PO/JO/10/1/107/50,"50.977527, -0.669215"
HL/PO/JO/10/1/107/51,"50.993578, -0.773917"
HL/PO/JO/10/1/107/52,"50.999823, -0.759251"
HL/PO/JO/10/1/107/53,"47.069713, -93.6954475"
HL/PO/JO/10/1/107/54,"50.793857, -0.825626"
HL/PO/JO/10/1/107/55,"50.766936, -0.846699"
HL/PO/JO/10/1/107/56,"50.8013083, -0.8670493"
HL/PO/JO/10/1/107/57,"50.730991, -0.793704"
HL/PO/JO/10/1/107/58,"50.779244, -0.788407"
HL/PO/JO/10/1/107/59,"52.6069074, -0.4390687"
HL/PO/JO/10/1/107/60,"52.6069074, -0.4390687"
HL/PO/JO/10/1/107/61,"50.8928749, -0.793144"
HL/PO/JO/10/1/107/62,"33.8958492, -118.2200712"
HL/PO/JO/10/1/107/64,"51.173613, 0.490709"
HL/PO/JO/10/1/107/65,"51.173613, 0.490709"
HL/PO/JO/10/1/107/66,"50.871677, -0.7884409"
HL/PO/JO/10/1/107/67,"50.8605261, -0.9353262"
HL/PO/JO/10/1/107/68,"-32.5619694, 151.1753157"
HL/PO/JO/10/1/107/69,"42.125, -71.102778"
HL/PO/JO/10/1/107/18,"51.4113097, -0.6904831"
HL/PO/JO/10/1/107/19,"40.0658333, -75.2044444"
HL/PO/JO/10/1/107/20,"52.537104, 1.6256373"
HL/PO/JO/10/1/107/21,"52.6040633, 1.7308726"
HL/PO/JO/10/1/107/23,"50.83761, -0.774936"
HL/PO/JO/10/1/107/24,"52.719585, -2.437674"
HL/PO/JO/10/1/107/25,"50.87738, -0.668206"
HL/PO/JO/10/1/107/26,"50.7313465, -1.2237166"
HL/PO/JO/10/1/107/27,"50.809448, -0.77619"
HL/PO/JO/10/1/107/28,"50.8169929, -0.729005"
HL/PO/JO/10/1/107/29,"52.527533, 1.438096"
HL/PO/JO/10/1/107/30,"50.837445, -0.720732"
HL/PO/JO/10/1/107/32,"50.915663, -0.660918"
HL/PO/JO/10/1/107/33,"50.849124, -0.746605"
HL/PO/JO/10/1/107/34,"51.000851, -0.801318"
HL/PO/JO/10/1/107/35,"51.1851783, -0.7034018"
HL/PO/JO/10/1/107/36,"51.007866, -0.850623"
HL/PO/JO/10/1/107/37,"50.960298, -0.812049"
HL/PO/JO/10/1/107/38,"50.995516, -0.813012"
HL/PO/JO/10/1/107/40,"50.957356, -0.778427"
HL/PO/JO/10/1/107/41,"50.950511, -0.7528939"
HL/PO/JO/10/1/107/42,"50.768035, 0.290472"
HL/PO/JO/10/1/107/43,"39.6931685, -75.5774247"
HL/PO/JO/10/1/107/44,"50.94712, -0.682229"
HL/PO/JO/10/1/107/45,"50.955211, -0.724005"
HL/PO/JO/10/1/107/46,"50.9993849, -0.786962"
HL/PO/JO/10/1/107/47,"51.07072, -0.760293"
HL/PO/JO/10/1/107/48,"50.998423, -0.680386"
HL/PO/JO/10/1/107/49,"50.9868979, -0.737274"
HL/PO/JO/10/1/107/50,"50.977527, -0.669215"
HL/PO/JO/10/1/107/51,"50.993578, -0.773917"
HL/PO/JO/10/1/107/52,"50.999823, -0.759251"
HL/PO/JO/10/1/107/53,"47.069713, -93.6954475"
HL/PO/JO/10/1/107/54,"50.793857, -0.825626"
HL/PO/JO/10/1/107/55,"50.766936, -0.846699"
HL/PO/JO/10/1/107/56,"50.8013083, -0.8670493"
HL/PO/JO/10/1/107/57,"50.730991, -0.793704"
HL/PO/JO/10/1/107/58,"50.779244, -0.788407"
HL/PO/JO/10/1/107/59,"52.6069074, -0.4390687"
HL/PO/JO/10/1/107/60,"52.6069074, -0.4390687"
HL/PO/JO/10/1/107/61,"50.8928749, -0.793144"
HL/PO/JO/10/1/107/62,"33.8958492, -118.2200712"
HL/PO/JO/10/1/107/64,"51.173613, 0.490709"
HL/PO/JO/10/1/107/65,"51.173613, 0.490709"
HL/PO/JO/10/1/107/66,"50.871677, -0.7884409"
HL/PO/JO/10/1/107/67,"50.8605261, -0.9353262"
HL/PO/JO/10/1/107/68,"-32.5619694, 151.1753157"
HL/PO/JO/10/1/108/41,"51.113814, -1.742475"
HL/PO/JO/10/1/108/42,"51.091804, -1.670773"
HL/PO/JO/10/1/108/43,"51.153832, -1.704894"
HL/PO/JO/10/1/108/44,"42.8583925, -70.9300376"
HL/PO/JO/10/1/108/45,"50.724723, -1.8379"
HL/PO/JO/10/1/108/47,"51.190413, -1.756999"
HL/PO/JO/10/1/108/49,"51.141554, -1.80641"
HL/PO/JO/10/1/108/50,"51.342452, -0.5396809"
HL/PO/JO/10/1/108/51,"51.1993, -1.770831"
HL/PO/JO/10/1/108/52,"51.224843, -1.778559"
HL/PO/JO/10/1/108/53,"51.035441, -0.664909"
HL/PO/JO/10/1/108/54,"51.207911, -1.765893"
HL/PO/JO/10/1/108/55,"51.1287809, -1.812365"
HL/PO/JO/10/1/108/56,"22.5977808, 88.4767168"
HL/PO/JO/10/1/108/57,"51.163121, -1.6909834"
HL/PO/JO/10/1/108/58,"53.2117084, -1.6825411"
HL/PO/JO/10/1/108/59,"51.121797, -1.820771"
