Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL,target,NominatimLL,YahooLL
HL/PO/JO/10/1/77/62,Protestation Return - Berkshire - Newbury Division - Midgham.,1642,Protestation Returns,,,,,,Midgham,"51.4001004, -1.2019765",<null>
HL/PO/JO/10/1/77/63,Protestation Return - Berkshire - Newbury Division - Newbury (parish).,1642,Protestation Returns,,,,,,Newbury (parish),"51.0346353, -2.2678279",<null>
HL/PO/JO/10/1/77/64,Protestation Return - Berkshire - Newbury Division - Newbury (division).,1642,Protestation Returns,,,,,,Newbury (division),<null>,<null>
HL/PO/JO/10/1/77/65,Protestation Return - Berkshire - Newbury Division - Peasemore.,1642,Protestation Returns,,,,,,Peasemore,"51.4931828, -1.342447",<null>
HL/PO/JO/10/1/77/66,Protestation Return - Berkshire - Newbury Division - Shalbourne.,1642,Protestation Returns,,,,,,Shalbourne,"51.3658886, -1.549011",<null>
HL/PO/JO/10/1/77/67,Protestation Return - Berkshire - Newbury Division - Shaw cum Donnington.,1642,Protestation Returns,,,,,,Shaw cum Donnington,"51.4145533, -1.3280594",<null>
HL/PO/JO/10/1/77/68,"Protestation Return - Berkshire - Newbury Division - Shefford, Little.",1642,Protestation Returns,,,,,,"Shefford, Little","52.0384063, -0.3355203",<null>
HL/PO/JO/10/1/77/69,"Protestation Return - Berkshire - Newbury Division - Shefford, West.",1642,Protestation Returns,,,,,,"Shefford, West","52.0384063, -0.3355203",<null>
HL/PO/JO/10/1/77/70,Protestation Return - Berkshire - Newbury Division - Speen Church.,1642,Protestation Returns,,,,,,Speen Church,"51.4108503, -1.3439493",<null>
HL/PO/JO/10/1/77/71,Protestation Return - Berkshire - Newbury Division - Speenhamland.,1642,Protestation Returns,,,,,,Speenhamland,"51.4067409, -1.3235135",<null>
HL/PO/JO/10/1/77/72,Protestation Return - Berkshire - Newbury Division - Stanford Dingley.,1642,Protestation Returns,,,,,,Stanford Dingley,"51.4391213, -1.1730352",<null>
HL/PO/JO/10/1/77/73,Protestation Return - Berkshire - Newbury Division - Wasing.,1642,Protestation Returns,,,,,,Wasing,"51.374394, -1.1726162766384",<null>
HL/PO/JO/10/1/77/74,Protestation Return - Berkshire - Newbury Division - Welford.,1642,Protestation Returns,,,,,,Welford,"51.4572597, -1.4106327",<null>
HL/PO/JO/10/1/77/75,Protestation Return - Berkshire - Newbury Division - Winterbourn Danvers.,1642,Protestation Returns,,,,,,Winterbourn Danvers,<null>,<null>
HL/PO/JO/10/1/77/76,Protestation Return - Berkshire - Newbury Division - Woodspeen and Bagnor.,1642,Protestation Returns,,,,,,Woodspeen and Bagnor,<null>,<null>
HL/PO/JO/10/1/77/77,Protestation Return - Berkshire - Newbury Division - Yattendon.,1642,Protestation Returns,,,,,,Yattendon,"51.4667097, -1.2049508",<null>
HL/PO/JO/10/1/77/78,Protestation Return - Berkshire - Reading Division - Aldermaston.,1642,Protestation Returns,,,,,,Aldermaston,"51.3831923, -1.1516176",<null>
HL/PO/JO/10/1/77/79,Protestation Return - Berkshire - Reading Division - Beenham.,1642,Protestation Returns,,,,,,Beenham,"51.4146335, -1.1521555",<null>
HL/PO/JO/10/1/77/80,Protestation Return - Berkshire - Reading Division - Blewbury.,1642,Protestation Returns,,,,,,Blewbury,"51.5683589, -1.2373638",<null>
HL/PO/JO/10/1/77/81,Protestation Return - Berkshire - Reading Division - Bradfield.,1642,Protestation Returns,,,,,,Bradfield,"51.9331461, 1.1176118",<null>
HL/PO/JO/10/1/77/82,Protestation Return - Berkshire - Reading Division - Bucklesbury.,1642,Protestation Returns,,,,,,Bucklesbury,<null>,<null>
HL/PO/JO/10/1/77/83,Protestation Return - Berkshire - Reading Division - Burghfield.,1642,Protestation Returns,,,,,,Burghfield,"51.413383, -1.0382194",<null>
HL/PO/JO/10/1/77/84,Protestation Return - Berkshire - Reading Division - Cholsey.,1642,Protestation Returns,,,,,,Cholsey,"51.5751616, -1.1535181",<null>
HL/PO/JO/10/1/77/85,Protestation Return - Berkshire - Reading Division - Englefield.,1642,Protestation Returns,,,,,,Englefield,"51.4437353, -1.1013059",<null>
HL/PO/JO/10/1/77/86,Protestation Return - Berkshire - Reading Division - Padworth.,1642,Protestation Returns,,,,,,Padworth,"51.3937489, -1.1129334",<null>
HL/PO/JO/10/1/77/87,Protestation Return - Berkshire - Reading Division - Pangbourne.,1642,Protestation Returns,,,,,,Pangbourne,"51.483784, -1.0861578",<null>
HL/PO/JO/10/1/77/88,Protestation Return - Berkshire - Reading Division - Purley.,1642,Protestation Returns,,,,,,Purley,"51.3384117, -0.1156259",<null>
HL/PO/JO/10/1/77/89,"Protestation Return - Berkshire - Reading Division - Reading, St Giles.",1642,Protestation Returns,,,,,,"Reading, St Giles","51.4506354, -0.9686646",<null>
HL/PO/JO/10/1/77/90,"Protestation Return - Berkshire - Reading Division - Reading, St Lawrence.",1642,Protestation Returns,,,,,,"Reading, St Lawrence","51.4586831, -1.0209163",<null>
HL/PO/JO/10/1/77/91,"Protestation Return - Berkshire - Reading Division - Reading, St Mary.",1642,Protestation Returns,,,,,,"Reading, St Mary","51.45449845, -0.973612186805556",<null>
HL/PO/JO/10/1/77/92,Protestation Return - Berkshire - Reading Division - Shinfield.,1642,Protestation Returns,,,,,,Shinfield,"51.4100983, -0.948379",<null>
HL/PO/JO/10/1/77/93,Protestation Return - Berkshire - Reading Division - Sonning.,1642,Protestation Returns,,,,,,Sonning,"51.473589, -0.9099103",<null>
HL/PO/JO/10/1/77/94,Protestation Return - Berkshire - Reading Division - Stratfield Mortimer.,1642,Protestation Returns,,,,,,Stratfield Mortimer,"51.3738547, -1.0388058",<null>
HL/PO/JO/10/1/77/95,Protestation Return - Berkshire - Reading Division - Sulham.,1642,Protestation Returns,,,,,,Sulham,"51.4636309, -1.0738061",<null>
HL/PO/JO/10/1/77/96,Protestation Return - Berkshire - Reading Division - Sulhampstead Abbots.,1642,Protestation Returns,,,,,,Sulhampstead Abbots,<null>,<null>
HL/PO/JO/10/1/77/97,Protestation Return - Berkshire - Reading Division - Sulhampstead Banister.,1642,Protestation Returns,,,,,,Sulhampstead Banister,<null>,<null>
HL/PO/JO/10/1/77/98,Protestation Return - Berkshire - Reading Division - Thatcham.,1642,Protestation Returns,,,,,,Thatcham,"51.4031623, -1.2590991",<null>
HL/PO/JO/10/1/77/99,Protestation Return - Berkshire - Reading Division - Tedmarsh.,1642,Protestation Returns,,,,,,Tedmarsh,<null>,<null>
HL/PO/JO/10/1/77/100,Protestation Return - Berkshire - Reading Division - Tilchurst. [Tilehurst].,1642,Protestation Returns,,,,,,Tilchurst ,<null>,<null>
HL/PO/JO/10/1/77/101,Protestation Return - Berkshire - Reading Division - Ufton.,1642,Protestation Returns,,,,,,Ufton,"52.2552109, -1.4468383",<null>
HL/PO/JO/10/1/77/102,Protestation Return - Berkshire - Reading Division - Woolhampton.,1642,Protestation Returns,,,,,,Woolhampton,"51.398411, -1.1758223",<null>
HL/PO/JO/10/1/78/1,Protestation Return - Buckinghamshire - Buckingham Hundred - Addington.,1642,Protestation Returns,,,,,,Addington,"51.3586365, -0.0316347",<null>
HL/PO/JO/10/1/78/2,Protestation Return - Buckinghamshire - Buckingham Hundred - Adstock.,1642,Protestation Returns,,,,,,Adstock,"51.9656154, -0.9289244",<null>
HL/PO/JO/10/1/78/3,Protestation Return - Buckinghamshire - Buckingham Hundred - Akeley.,1642,Protestation Returns,,,,,,Akeley,"52.0334994, -0.9680644",<null>
HL/PO/JO/10/1/78/4,Protestation Return - Buckinghamshire - Buckingham Hundred - Barton.,1642,Protestation Returns,,,,,,Barton,"52.18213, 0.0572957",<null>
HL/PO/JO/10/1/78/5,Protestation Return - Buckinghamshire - Buckingham Hundred - Beachampton.,1642,Protestation Returns,,,,,,Beachampton,"52.0241892, -0.8742193",<null>
HL/PO/JO/10/1/78/6,Protestation Return - Buckinghamshire - Buckingham Hundred - Biddlesden.,1642,Protestation Returns,,,,,,Biddlesden,"52.0561899, -1.0751995",<null>
HL/PO/JO/10/1/78/7,Protestation Return - Buckinghamshire - Buckingham Hundred - Caversfield.,1642,Protestation Returns,,,,,,Caversfield,"51.9199083, -1.1474881",<null>
HL/PO/JO/10/1/78/8,Protestation Return - Buckinghamshire - Buckingham Hundred - Chetwode.,1642,Protestation Returns,,,,,,Chetwode,"51.9642234, -1.0727114",<null>
HL/PO/JO/10/1/78/9,Protestation Return - Buckinghamshire - Buckingham Hundred - Edgcott.,1642,Protestation Returns,,,,,,Edgcott,"51.8988652, -1.0164222",<null>
HL/PO/JO/10/1/78/10,Protestation Return - Buckinghamshire - Buckingham Hundred - Foxcott.,1642,Protestation Returns,,,,,,Foxcott,"51.6586806, -1.8691031",<null>
HL/PO/JO/10/1/78/11,Protestation Return - Buckinghamshire - Buckingham Hundred - Hillesden.,1642,Protestation Returns,,,,,,Hillesden,"51.9547205, -1.0047402",<null>
HL/PO/JO/10/1/78/12,Protestation Return - Buckinghamshire - Buckingham Hundred - Leckhampstead.,1642,Protestation Returns,,,,,,Leckhampstead,"52.0336802, -0.9402602",<null>
HL/PO/JO/10/1/78/13,Protestation Return - Buckinghamshire - Buckingham Hundred - Lillingston Dayrell.,1642,Protestation Returns,,,,,,Lillingston Dayrell,<null>,<null>
HL/PO/JO/10/1/78/14,Protestation Return - Buckinghamshire - Buckingham Hundred - Marsh Gibbon.,1642,Protestation Returns,,,,,,Marsh Gibbon,"51.9029121, -1.0601711",<null>
HL/PO/JO/10/1/78/15,Protestation Return - Buckinghamshire - Buckingham Hundred - Moreton.,1642,Protestation Returns,,,,,,Moreton,"51.7410823, 0.2199036",<null>
HL/PO/JO/10/1/78/16,Protestation Return - Buckinghamshire - Buckingham Hundred - Padbury.,1642,Protestation Returns,,,,,,Padbury,"51.9690504, -0.9529609",<null>
HL/PO/JO/10/1/78/17,Protestation Return - Buckinghamshire - Buckingham Hundred - Preston Bissett.,1642,Protestation Returns,,,,,,Preston Bissett,"51.9633333, -1.0435175",<null>
HL/PO/JO/10/1/78/18,Protestation Return - Buckinghamshire - Buckingham Hundred - Radclive cum Chackmore.,1642,Protestation Returns,,,,,,Radclive cum Chackmore,"52.0149477, -0.9990391",<null>
HL/PO/JO/10/1/78/19,Protestation Return - Buckinghamshire - Buckingham Hundred - Shalston.,1642,Protestation Returns,,,,,,Shalston,"51.391654, -0.297793",<null>
HL/PO/JO/10/1/78/20,Protestation Return - Buckinghamshire - Buckingham Hundred - Steeple Claydon.,1642,Protestation Returns,,,,,,Steeple Claydon,"51.9376924, -0.9866761",<null>
HL/PO/JO/10/1/78/21,Protestation Return - Buckinghamshire - Buckingham Hundred - Stowe.,1642,Protestation Returns,,,,,,Stowe,"51.7545185, -2.6386749",<null>
HL/PO/JO/10/1/78/22,Protestation Return - Buckinghamshire - Buckingham Hundred - Thornborough.,1642,Protestation Returns,,,,,,Thornborough,"51.9965478, -0.9154978",<null>
HL/PO/JO/10/1/78/23,Protestation Return - Buckinghamshire - Buckingham Hundred - Thornton.,1642,Protestation Returns,,,,,,Thornton,"53.8759203, -3.0121987",<null>
HL/PO/JO/10/1/78/24,Protestation Return - Buckinghamshire - Buckingham Hundred - Tingewick.,1642,Protestation Returns,,,,,,Tingewick,"51.9898434, -1.0458813",<null>
HL/PO/JO/10/1/78/25,Protestation Return - Buckinghamshire - Buckingham Hundred - Turweston.,1642,Protestation Returns,,,,,,Turweston,"52.0338529, -1.125625",<null>
HL/PO/JO/10/1/78/26,Protestation Return - Buckinghamshire - Buckingham Hundred - Twyford.,1642,Protestation Returns,,,,,,Twyford,"52.7796058, 0.9888972",<null>
HL/PO/JO/10/1/78/27,Protestation Return - Buckinghamshire - Buckingham Hundred - Water Stratford.,1642,Protestation Returns,,,,,,Water Stratford,"52.004066, -1.0508568",<null>
HL/PO/JO/10/1/78/28,Protestation Return - Buckinghamshire - Buckingham Hundred - Westbury.,1642,Protestation Returns,,,,,,Westbury,"51.261079, -2.1836535",<null>
HL/PO/JO/10/1/78/29,Protestation Return - Buckinghamshire - Cotteslow Hundred - Aston Abbots.,1642,Protestation Returns,,,,,,Aston Abbots,"51.8494141, -0.1594777",<null>
HL/PO/JO/10/1/78/30,Protestation Return - Buckinghamshire - Cotteslow Hundred - Cheddington.,1642,Protestation Returns,,,,,,Cheddington,"51.8472781, -0.6640398",<null>
HL/PO/JO/10/1/78/31,Protestation Return - Buckinghamshire - Cotteslow Hundred - Choulesbury.,1642,Protestation Returns,,,,,,Choulesbury,<null>,<null>
HL/PO/JO/10/1/78/32,Protestation Return - Buckinghamshire - Cotteslow Hundred - Cotteslow (hundred).,1642,Protestation Returns,,,,,,Cotteslow (hundred),<null>,<null>
HL/PO/JO/10/1/78/33,Protestation Return - Buckinghamshire - Cotteslow Hundred - Cublington.,1642,Protestation Returns,,,,,,Cublington,"51.8922815, -0.7786112",<null>
HL/PO/JO/10/1/78/34,Protestation Return - Buckinghamshire - Cotteslow Hundred - Drayton Beauchamp.,1642,Protestation Returns,,,,,,Drayton Beauchamp,"51.80199, -0.6947521",<null>
HL/PO/JO/10/1/78/35,Protestation Return - Buckinghamshire - Cotteslow Hundred - Drayton Parslow.,1642,Protestation Returns,,,,,,Drayton Parslow,"51.9487462, -0.7798637",<null>
HL/PO/JO/10/1/78/36,Protestation Return - Buckinghamshire - Cotteslow Hundred - Dunton.,1642,Protestation Returns,,,,,,Dunton,"52.8384047, 0.7910669",<null>
HL/PO/JO/10/1/78/37,Protestation Return - Buckinghamshire - Cotteslow Hundred - Edlesborough.,1642,Protestation Returns,,,,,,Edlesborough,"51.8663877, -0.5852479",<null>
HL/PO/JO/10/1/78/38,Protestation Return - Buckinghamshire - Cotteslow Hundred - Grove.,1642,Protestation Returns,,,,,,Grove,"51.893011, -0.6663863",<null>
HL/PO/JO/10/1/78/39,Protestation Return - Buckinghamshire - Cotteslow Hundred - Hardwick and Weedon.,1642,Protestation Returns,,,,,,Hardwick and Weedon,"51.8513775, -0.811418010025384",<null>
HL/PO/JO/10/1/78/40,Protestation Return - Buckinghamshire - Cotteslow Hundred - Hoggeston.,1642,Protestation Returns,,,,,,Hoggeston,"51.9186077, -0.8261093",<null>
HL/PO/JO/10/1/78/41,"Protestation Return - Buckinghamshire - Cotteslow Hundred - Horwood, Great.",1642,Protestation Returns,,,,,,"Horwood, Great","51.97345295, -0.882430239844535",<null>
HL/PO/JO/10/1/78/42,"Protestation Return - Buckinghamshire - Cotteslow Hundred - Horwood, Little.",1642,Protestation Returns,,,,,,"Horwood, Little","51.0285989, -4.1373405",<null>
HL/PO/JO/10/1/78/43,Protestation Return - Buckinghamshire - Cotteslow Hundred - Ivinghoe.,1642,Protestation Returns,,,,,,Ivinghoe,"51.8364034, -0.6298887",<null>
HL/PO/JO/10/1/78/44,Protestation Return - Buckinghamshire - Cotteslow Hundred - Linslade.,1642,Protestation Returns,,,,,,Linslade,"51.917107, -0.6760937",<null>
HL/PO/JO/10/1/78/45,Protestation Return - Buckinghamshire - Cotteslow Hundred - Marsworth cum Hawridge.,1642,Protestation Returns,,,,,,Marsworth cum Hawridge,<null>,<null>
HL/PO/JO/10/1/78/46,Protestation Return - Buckinghamshire - Cotteslow Hundred - Mentmore.,1642,Protestation Returns,,,,,,Mentmore,"51.8694849, -0.6840518",<null>
HL/PO/JO/10/1/78/47,Protestation Return - Buckinghamshire - Cotteslow Hundred - Pitstone cum Nettleden.,1642,Protestation Returns,,,,,,Pitstone cum Nettleden,<null>,<null>
HL/PO/JO/10/1/78/48,Protestation Return - Buckinghamshire - Cotteslow Hundred - Slapton.,1642,Protestation Returns,,,,,,Slapton,"51.8772188, -0.6449727",<null>
HL/PO/JO/10/1/78/49,Protestation Return - Buckinghamshire - Cotteslow Hundred - Soulbury.,1642,Protestation Returns,,,,,,Soulbury,"51.9365517, -0.7185635",<null>
HL/PO/JO/10/1/78/50,Protestation Return - Buckinghamshire - Cotteslow Hundred - Stewkley.,1642,Protestation Returns,,,,,,Stewkley,"51.926778, -0.7616786",<null>
HL/PO/JO/10/1/78/51,Protestation Return - Buckinghamshire - Cotteslow Hundred - Swanbourne.,1642,Protestation Returns,,,,,,Swanbourne,"51.938451, -0.8382145",<null>
HL/PO/JO/10/1/78/52,Protestation Return - Buckinghamshire - Cotteslow Hundred - Whaddon cum Nash.,1642,Protestation Returns,,,,,,Whaddon cum Nash,<null>,<null>
HL/PO/JO/10/1/78/53,Protestation Return - Buckinghamshire - Cotteslow Hundred - Whitchurch.,1642,Protestation Returns,,,,,,Whitchurch,"52.9704092, -2.6852137",<null>
HL/PO/JO/10/1/78/54,Protestation Return - Buckinghamshire - Cotteslow Hundred - Wing.,1642,Protestation Returns,,,,,,Wing,"51.8964455, -0.7180656",<null>
HL/PO/JO/10/1/78/55,Protestation Return - Buckinghamshire - Cotteslow Hundred - Wingrave.,1642,Protestation Returns,,,,,,Wingrave,"51.8625421, -0.7388125",<null>
HL/PO/JO/10/1/78/56,Protestation Return - Buckinghamshire - Cotteslow Hundred - Winslow.,1642,Protestation Returns,,,,,,Winslow,"51.9444399, -0.8819131",<null>
HL/PO/JO/10/1/78/57,"Protestation Return - Cambridge - Letter of Thomas Bainbrigg, D.D., deputy Vice - Chancellor of the University, Master of Christ's College, forwarding certificates from the under - mentioned Colleges viz.",1642,Protestation Returns,,,,,,mentioned Colleges viz,<null>,<null>
HL/PO/JO/10/1/78/58,Protestation Return - Cambridge - Christ's College.,1642,Protestation Returns,,,,,,Christ's College,"52.20617965, 0.122706589854823",<null>
HL/PO/JO/10/1/78/59,Protestation Return - Cambridge - Clare Hall.,1642,Protestation Returns,,,,,,Clare Hall,"52.20420285, 0.10251923320647",<null>
HL/PO/JO/10/1/78/60,Protestation Return - Cambridge - Corpus Christ College.,1642,Protestation Returns,,,,,,Corpus Christ College,"51.7476722, -1.2427835886397",<null>
HL/PO/JO/10/1/78/61,Protestation Return - Cambridge - Emanuel College.,1642,Protestation Returns,,,,,,Emanuel College,"52.5400931, -1.8706602",<null>
HL/PO/JO/10/1/78/62,Protestation Return - Cambridge - Gonville and Caius College.,1642,Protestation Returns,,,,,,Gonville and Caius College,"52.19796555, 0.111090985640055",<null>
HL/PO/JO/10/1/78/63,Protestation Return - Cambridge - Jesus College.,1642,Protestation Returns,,,,,,Jesus College,"51.75348885, -1.25734136072979",<null>
HL/PO/JO/10/1/78/64,Protestation Return - Cambridge - King's College.,1642,Protestation Returns,,,,,,King's College,"51.24508995, -0.606538131936068",<null>
HL/PO/JO/10/1/78/65,Protestation Return - Cambridge - Magdalen College.,1642,Protestation Returns,,,,,,Magdalen College,"51.7544851, -1.24552232312345",<null>
HL/PO/JO/10/1/78/66,Protestation Return - Cambridge - Pembroke Hall.,1642,Protestation Returns,,,,,,Pembroke Hall,"51.75025515, -1.25862937440447",<null>
HL/PO/JO/10/1/78/67,Protestation Return - Cambridge - Queen's College.,1642,Protestation Returns,,,,,,Queen's College,"51.7532557, -1.25129264091554",<null>
HL/PO/JO/10/1/78/68,Protestation Return - Cambridge - St John's College.,1642,Protestation Returns,,,,,,St John's College,"51.7572533, -1.25777201335503",<null>
HL/PO/JO/10/1/78/69,Protestation Return - Cambridge - St Katherine's Hall.,1642,Protestation Returns,,,,,,St Katherine's Hall,"52.03644425, -2.42306400070719",<null>
HL/PO/JO/10/1/78/70,Protestation Return - Cambridge - St Peter's College.,1642,Protestation Returns,,,,,,St Peter's College,"51.7525243, -1.26100698428777",<null>
HL/PO/JO/10/1/78/71,Protestation Return - Cambridge - Sidney Sussex College.,1642,Protestation Returns,,,,,,Sidney Sussex College,"52.20736845, 0.121373246944789",<null>
HL/PO/JO/10/1/78/72,Protestation Return - Cambridge - Trinity College.,1642,Protestation Returns,,,,,,Trinity College,"51.7553727, -1.25642993966703",<null>
HL/PO/JO/10/1/78/73,Protestation Return - Cambridge - Trinity Hall.,1642,Protestation Returns,,,,,,Trinity Hall,"51.45275785, -0.964302823673632",<null>
HL/PO/JO/10/1/78/74,Protestation Return - Cambridge - Persons having the privilege of Scholars.,1642,Protestation Returns,,,,,,Persons having the privilege of Scholars,<null>,<null>
HL/PO/JO/10/1/78/75,Protestation Return - Cambridge - Public officers.,1642,Protestation Returns,,,,,,Public officers,<null>,<null>
HL/PO/JO/10/1/78/76,<null>,1642,Protestation Returns,,,,,,�Chester,<null>,<null>
HL/PO/JO/10/1/78/77,Protestation Return - Chester - Chester (City) - Holy Trinity.,1642,Protestation Returns,,,,,,Holy Trinity,"52.40846715, -1.50875182899",<null>
HL/PO/JO/10/1/78/78,Protestation Return - Chester - Chester (City) - St Bridget.,1642,Protestation Returns,,,,,,St Bridget,"51.8789834, -2.79154101662189",<null>
HL/PO/JO/10/1/78/79,Protestation Return - Chester - Chester (City) - St Martin.,1642,Protestation Returns,,,,,,St Martin,"50.3697775, -4.4473158",<null>
HL/PO/JO/10/1/78/80,Protestation Return - Chester - Chester (City) - St Mary on the Hill.,1642,Protestation Returns,,,,,,St Mary on the Hill,"53.1829248, -2.8889447",<null>
HL/PO/JO/10/1/78/81,Protestation Return - Chester - Chester (City) - St Michael.,1642,Protestation Returns,,,,,,St Michael,"53.33289595, -1.6501323385834",<null>
HL/PO/JO/10/1/78/82,Protestation Return - Chester - Chester (City) - St Olave.,1642,Protestation Returns,,,,,,St Olave,"51.3817191, 1.397461",<null>
HL/PO/JO/10/1/78/83,Protestation Return - Chester - Chester (City) - St Oswald.,1642,Protestation Returns,,,,,,St Oswald,"53.1265119, -0.4051099",<null>
HL/PO/JO/10/1/78/84,Protestation Return - Chester - Chester (City) - St Peter.,1642,Protestation Returns,,,,,,St Peter,"52.0888452, -1.36550583128163",<null>
HL/PO/JO/10/1/79/1,Protestation Return - Cornwall - East Hundred - Botus Fleming.,1642,Protestation Returns,,,,,,Botus Fleming,"50.4297986, -4.247599",<null>
HL/PO/JO/10/1/79/2,Protestation Return - Cornwall - East Hundred - Calstock.,1642,Protestation Returns,,,,,,Calstock,"50.4992233, -4.2093834",<null>
HL/PO/JO/10/1/79/3,Protestation Return - Cornwall - East Hundred - Camelford [actually in Lesnewth Hundred].,1642,Protestation Returns,,,,,,Camelford ,"50.6209791, -4.6803323",<null>
HL/PO/JO/10/1/79/4,Protestation Return - Cornwall - East Hundred - East (hundred).,1642,Protestation Returns,,,,,,East (hundred),"52.2714908, -2.6995655",<null>
HL/PO/JO/10/1/79/5,Protestation Return - Cornwall - East Hundred - Egloskerry.,1642,Protestation Returns,,,,,,Egloskerry,"50.6544019, -4.4441637",<null>
HL/PO/JO/10/1/79/6,Protestation Return - Cornwall - East Hundred - Landrake.,1642,Protestation Returns,,,,,,Landrake,"50.4218667, -4.2893435",<null>
HL/PO/JO/10/1/79/7,Protestation Return - Cornwall - East Hundred - Landulph.,1642,Protestation Returns,,,,,,Landulph,"50.4322284, -4.2093064",<null>
HL/PO/JO/10/1/79/8,Protestation Return - Cornwall - East Hundred - Landeast.,1642,Protestation Returns,,,,,,Landeast,<null>,<null>
HL/PO/JO/10/1/79/9,Protestation Return - Cornwall - East Hundred - Launceston.,1642,Protestation Returns,,,,,,Launceston,"50.6365062, -4.3604432",<null>
HL/PO/JO/10/1/79/10,Protestation Return - Cornwall - East Hundred - Lawhitton.,1642,Protestation Returns,,,,,,Lawhitton,"50.6173537, -4.3247415",<null>
HL/PO/JO/10/1/79/11,Protestation Return - Cornwall - East Hundred - Lewanick.,1642,Protestation Returns,,,,,,Lewanick,<null>,<null>
HL/PO/JO/10/1/79/12,Protestation Return - Cornwall - East Hundred - Lezant.,1642,Protestation Returns,,,,,,Lezant,"50.5872445, -4.3480083",<null>
HL/PO/JO/10/1/79/13,Protestation Return - Cornwall - East Hundred - Linkinhorn.,1642,Protestation Returns,,,,,,Linkinhorn,<null>,<null>
HL/PO/JO/10/1/79/14,Protestation Return - Cornwall - East Hundred - Maker.,1642,Protestation Returns,,,,,,Maker,"51.4425471, -1.0095231",<null>
HL/PO/JO/10/1/79/15,Protestation Return - Cornwall - East Hundred - Menheniot.,1642,Protestation Returns,,,,,,Menheniot,"50.4396906, -4.4137131",<null>
HL/PO/JO/10/1/79/16,Protestation Return - Cornwall - East Hundred - Northill.,1642,Protestation Returns,,,,,,Northill,"52.1056247, -0.3220143",<null>
HL/PO/JO/10/1/79/17,Protestation Return - Cornwall - East Hundred - Pillaton.,1642,Protestation Returns,,,,,,Pillaton,"50.4556608, -4.3037168",<null>
HL/PO/JO/10/1/79/18,Protestation Return - Cornwall - East Hundred - Quethiock.,1642,Protestation Returns,,,,,,Quethiock,"50.4585556, -4.3749149",<null>
HL/PO/JO/10/1/79/19,Protestation Return - Cornwall - East Hundred - Rame.,1642,Protestation Returns,,,,,,Rame,"50.3219315, -4.2126076",<null>
HL/PO/JO/10/1/79/20,Protestation Return - Cornwall - East Hundred - [St] Anthony [Jacob].,1642,Protestation Returns,,,,,,Protestation Returns,<null>,<null>
HL/PO/JO/10/1/79/21,Protestation Return - Cornwall - East Hundred - St Dominick.,1642,Protestation Returns,,,,,,St Dominick,"50.4892917, -4.2549929",<null>
HL/PO/JO/10/1/79/22,Protestation Return - Cornwall - East Hundred - St Germains (borough).,1642,Protestation Returns,,,,,,St Germains (borough),"54.59503945, -1.0113292144313",<null>
HL/PO/JO/10/1/79/23,Protestation Return - Cornwall - East Hundred - St Ive.,1642,Protestation Returns,,,,,,St Ive,"50.4804932, -4.38393",<null>
HL/PO/JO/10/1/79/24,Protestation Return - Cornwall - East Hundred - St John's.,1642,Protestation Returns,,,,,,St John's,"55.8106975, -2.1033891",<null>
HL/PO/JO/10/1/79/25,Protestation Return - Cornwall - East Hundred - St Mellion.,1642,Protestation Returns,,,,,,St Mellion,"50.4677527, -4.2716195",<null>
HL/PO/JO/10/1/79/26,Protestation Return - Cornwall - East Hundred - St Stephen's by Launceston.,1642,Protestation Returns,,,,,,St Stephen's by Launceston,<null>,<null>
HL/PO/JO/10/1/79/27,Protestation Return - Cornwall - East Hundred - St Stephen's by Saltash.,1642,Protestation Returns,,,,,,St Stephen's by Saltash,<null>,<null>
HL/PO/JO/10/1/79/28,Protestation Return - Cornwall - East Hundred - St Thomas.,1642,Protestation Returns,,,,,,St Thomas,"51.6238434, -3.9289261",<null>
HL/PO/JO/10/1/79/29,Protestation Return - Cornwall - East Hundred - Sheviock.,1642,Protestation Returns,,,,,,Sheviock,"50.3731013, -4.2928561",<null>
HL/PO/JO/10/1/79/30,Protestation Return - Cornwall - East Hundred - South-hill.,1642,Protestation Returns,,,,,,South-hill,"51.8407776, -2.0801805",<null>
HL/PO/JO/10/1/79/31,Protestation Return - Cornwall - East Hundred - South Petherwin.,1642,Protestation Returns,,,,,,South Petherwin,"50.6122953, -4.3895138",<null>
HL/PO/JO/10/1/79/32,Protestation Return - Cornwall - East Hundred - Stoke Climsland.,1642,Protestation Returns,,,,,,Stoke Climsland,"50.5461476, -4.3147339",<null>
HL/PO/JO/10/1/79/33,Protestation Return - Cornwall - East Hundred - Tremayne.,1642,Protestation Returns,,,,,,Tremayne,"50.4472428, -4.9052652",<null>
HL/PO/JO/10/1/79/34,Protestation Return - Cornwall - East Hundred - Tresmeer.,1642,Protestation Returns,,,,,,Tresmeer,"50.6600608, -4.4993528",<null>
HL/PO/JO/10/1/79/35,Protestation Return - Cornwall - East Hundred - Trewen.,1642,Protestation Returns,,,,,,Trewen,"50.6257688, -4.4710655",<null>
HL/PO/JO/10/1/79/36,"Protestation Return - Cornwall - Kerrier And Penwith Hundreds - Return of clergy, churchwardens, overseers, and constables only throughout both hundreds.",1642,Protestation Returns,,,,,,"Return of clergy, churchwardens, overseers, and constables only throughout both hundreds",<null>,<null>
